項番,記事URL,記事公開日,記事レーティング,記事カテゴリ,検証対象URL,検証対象,クレーム,証拠URL,証拠説明文,証拠先行ラベル,逆クレームラベル,証拠URLリスト,真実性ラベル,正当性説明文,画像数,画像1_改ざんラベル,画像1_OOCラベル,画像1_AI生成ラベル,画像2_改ざんラベル,画像2_OOCラベル,画像2_AI生成ラベル,画像3_改ざんラベル,画像3_OOCラベル,画像3_AI生成ラベル,画像4_改ざんラベル,画像4_OOCラベル,画像4_AI生成ラベル,動画数,動画1_改ざんラベル,動画1_OOCラベル,動画1_AI生成ラベル,再利用ラベル,OOCラベル
29,https://www.factcheckcenter.jp/fact-check/health/mhlw-staff-vaccination-rate-uncertain/,2022/12/16,根拠不明,医療・健康,https://x.com/i/status/1596266226707181568,テキスト,2022年11月25日「新型コロナワクチン接種と死亡事例の因果関係を考える」勉強会において、2022年11月時点での厚労省職員のワクチン接種率が10％であることが判明した。,https://rumble.com/v1xzrtm-1125.html?fbclid=IwAR04oLi2MP7Ut_Iq3jqkd7t0JaNzA7i46xbJcEAtbs_2LFPrrpXrHseX-DY,2022年11月25日「新型コロナワクチン接種と死亡事例の因果関係を考える」勉強会において、厚生労働省は会議の場では厚労省職員のワクチン接種率のデータを持っていないことが判明した。,False,False,https://rumble.com/v1xzrtm-1125.html?fbclid=IwAR04oLi2MP7Ut_Iq3jqkd7t0JaNzA7i46xbJcEAtbs_2LFPrrpXrHseX-DY https://mainichi.jp/articles/20211225/k00/00m/040/096000c,NEI,厚労省職員のワクチン接種率はそもそも調べられておらず、拡散した言説の中にも接種率を示す根拠は述べられていないため根拠不明と判定した。,0,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-
30,https://www.factcheckcenter.jp/fact-check/health/mhlw-staff-vaccination-rate-uncertain/,2022/12/16,根拠不明,医療・健康,https://x.com/i/status/1596266226707181568,テキスト,2022年11月25日「新型コロナワクチン接種と死亡事例の因果関係を考える」勉強会において、厚生労働省は会議の場では厚労省職員のワクチン接種率のデータを持っていないことが判明した。,https://rumble.com/v1xzrtm-1125.html?fbclid=IwAR04oLi2MP7Ut_Iq3jqkd7t0JaNzA7i46xbJcEAtbs_2LFPrrpXrHseX-DY,2022年11月25日「新型コロナワクチン接種と死亡事例の因果関係を考える」勉強会において、厚生労働省は会議の場では厚労省職員のワクチン接種率のデータを持っていないことが判明した。,False,True,https://rumble.com/v1xzrtm-1125.html?fbclid=IwAR04oLi2MP7Ut_Iq3jqkd7t0JaNzA7i46xbJcEAtbs_2LFPrrpXrHseX-DY https://mainichi.jp/articles/20211225/k00/00m/040/096000c,True,厚労省職員のワクチン接種率はそもそも調べられておらず、言説は正しいと判定した。,0,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-
31,https://www.factcheckcenter.jp/fact-check/politics/education-administration-staff-top-jk-inspection-photo-female-poet/,2022/12/21,誤り,政治,https://x.com/i/status/1597912414624026625,"テキスト,画像1",元文部科学省事務次官前川喜平が女子高生と援助交際をしていた。,https://x.com/i/status/1262682320974172160,「教育行政の事務方トップが“品定め”していた（JK談） 」という写真はセーラー服姿の女性歌人・鳥居さんのもので女子高生（JK）を“品定め”している内容のものではない。,True,False,https://www.buzzfeed.com/jp/takumiharimaya/maekawa-fact-check https://x.com/i/status/1262682320974172160,False,「教育行政の事務方トップが“品定め”していた（JK談） 」という写真はセーラー服姿の女性歌人・鳥居さんのもので女子高生（JK）を“品定め”している内容のものではない。,1,True,True,False,-,-,-,-,-,-,-,-,-,0,-,-,-,True,TRUE
32,https://www.factcheckcenter.jp/fact-check/politics/education-administration-staff-top-jk-inspection-photo-female-poet/,2022/12/21,誤り,政治,https://x.com/i/status/1597912414624026625,"テキスト,画像1",投稿された画像は、2017年12月5日、文部科学省事務次官だった前川喜平と歌人鳥居の面会時の写真である。,https://x.com/i/status/1262682320974172160,投稿された画像は、2017年12月5日、文部科学省事務次官だった前川喜平と歌人鳥居の面会時の写真である。,True,True,https://www.buzzfeed.com/jp/takumiharimaya/maekawa-fact-check https://x.com/i/status/1262682320974172160,True,写真に映ったセーラー服姿の女性は、歌集も出した鳥居さん。Twitterに2017年12月5日、「文部科学省事務次官だった、前川喜平さんにお会いしました」と、前川さんとのツーショット写真とともに投稿したもの,1,True,False,False,-,-,-,-,-,-,-,-,-,0,-,-,-,True,FALSE
33,https://www.factcheckcenter.jp/fact-check/health/who-unvaccinated-anti-vaxxers-murderers-officially-mischaracterized/,2023/1/12,不正確,医療・健康,https://x.com/i/status/1604299157547716609,"テキスト,画像1",世界保健機関（WHO）が新型コロナウィルスワクチン未接種の反ワクチン活動家を『殺人者』と公式に位置付けた。,https://x.com/i/status/1602991915808456705,"WHOの医師Peter Hotez氏がアメリカではワクチンが広く利用可能になってからも、200,000人がワクチン接種を拒絶したことで、本来、失う必要のない命を落としたと指摘した。",True,False,https://thepeoplesvoice.tv/world-health-organization-declares-that-unvaccinated-citizens-are-murderers/ https://x.com/i/status/1602991915808456705 https://x.com/i/status/1602991915808456705,False,「ワクチン未接種の反ワクを『殺人者』と公式に位置づけ」という言説は、WHOのTwitterアカウントで紹介された医師の発言を元にした信頼性の低い海外サイトの記事を直訳的に紹介したもので不正確(ミスリード)。,1,True,False,False,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-
34,https://www.factcheckcenter.jp/fact-check/health/who-unvaccinated-anti-vaxxers-murderers-officially-mischaracterized/,2023/1/12,不正確,医療・健康,https://x.com/i/status/1604299157547716609,"テキスト,画像1","WHOの医師Peter Hotez氏がアメリカではワクチンが広く利用可能になってからも、200,000人がワクチン接種を拒絶したことで、本来、失う必要のない命を落としたと指摘した。",https://x.com/i/status/1602991915808456705,"WHOの医師Peter Hotez氏がアメリカではワクチンが広く利用可能になってからも、200,000人がワクチン接種を拒絶したことで、本来、失う必要のない命を落としたと指摘した。",True,True,https://thepeoplesvoice.tv/world-health-organization-declares-that-unvaccinated-citizens-are-murderers/ https://x.com/i/status/1602991915808456705 https://x.com/i/status/1602991915808456705,True,"Hotez氏は動画の中で、アメリカではワクチンが広く利用可能になってからも、200,000人がワクチン接種を拒絶したことで、本来、失う必要のない命を落としたと指摘。反ワクチン運動は世界に広がって中・低所得国にも浸透し、多くの命が失われていると批判している。",1,True,False,False,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-
35,https://www.factcheckcenter.jp/fact-check/health/bill-gates-daughter-unvaccinated-covid-vaccine-pediatric-vaccine-false/,2023/1/13,誤り,医療・健康,https://x.com/i/status/1610325457521758208,画像1,2023年1月4日時点でビル・ゲイツの娘フィービー・アデル・ゲイツはCOVIDワクチン・小児用ワクチン未接種である。,https://www.instagram.com/p/CN9AJRrM-WO/,2021年4月22日時点でビル・ゲイツの娘フィービー・アデル・ゲイツはCOVIDワクチン・小児用ワクチン接種済である。,True,False,https://www.instagram.com/p/CN9AJRrM-WO/?hl=en https://www.vogue.com/slideshow/jennifer-gates-nayel-nassar-wedding#:~:text=%E2%80%9CWhich%20is%20why%20we%20made%20the%20decision%20that%20all%20guests%20must%20be%20fully%20vaccinated%20and%20receive%20a%20negative%20test%20result%20prior%20to%20the%20wedding%2C%E2%80%9D%20Jenn%20says. https://www.instagram.com/p/CZ-jusePQxs/ https://www.politifact.com/factchecks/2022/nov/02/viral-image/yes-bill-gates-children-are-vaccinated/ https://apnews.com/article/fact-check-bill-gates-children-vaccine-886368946553 https://fullfact.org/online/bill-gates-daughter-phoebe-vaccianted/,False,検証対象の投稿は根拠を示していない一方で、コロナ前からゲイツ氏の家族は何度もワクチン接種に関して投稿している。以上のことから、フィービー・ゲイツ氏がコロナワクチン、小児ワクチンを未接種という情報は誤りと判定した。,1,True,False,False,-,-,-,-,-,-,-,-,-,0,-,-,-,NA,FALSE
36,https://www.factcheckcenter.jp/fact-check/health/bill-gates-daughter-unvaccinated-covid-vaccine-pediatric-vaccine-false/,2023/1/13,誤り,医療・健康,https://x.com/i/status/1610325457521758208,画像1,2023年1月4日時点でビル・ゲイツの娘フィービー・アデル・ゲイツはCOVIDワクチン・小児用ワクチン接種済である。,https://www.instagram.com/p/CN9AJRrM-WO/,2021年4月22日時点でビル・ゲイツの娘フィービー・アデル・ゲイツはCOVIDワクチン・小児用ワクチン接種済である。,True,True,https://www.instagram.com/p/CN9AJRrM-WO/?hl=en https://www.vogue.com/slideshow/jennifer-gates-nayel-nassar-wedding#:~:text=%E2%80%9CWhich%20is%20why%20we%20made%20the%20decision%20that%20all%20guests%20must%20be%20fully%20vaccinated%20and%20receive%20a%20negative%20test%20result%20prior%20to%20the%20wedding%2C%E2%80%9D%20Jenn%20says. https://www.instagram.com/p/CZ-jusePQxs/ https://www.politifact.com/factchecks/2022/nov/02/viral-image/yes-bill-gates-children-are-vaccinated/ https://apnews.com/article/fact-check-bill-gates-children-vaccine-886368946553 https://fullfact.org/online/bill-gates-daughter-phoebe-vaccianted/,True,検証対象の投稿は根拠を示していない一方で、コロナ前からゲイツ氏の家族は何度もワクチン接種に関して投稿している。以上のことから、フィービー・ゲイツ氏がコロナワクチン、小児ワクチンを接種済みという情報は正しいと判定した。,1,True,True,False,-,-,-,-,-,-,-,-,-,0,-,-,-,NA,TRUE
37,https://www.factcheckcenter.jp/fact-check/politics/inada-legislator-royal-family-chimachogori-image-fabricated/,2023/1/16,誤り,政治,https://x.com/i/status/1609877837074542595,"テキスト,画像1,画像2",投稿された画像は、稲田朋美衆院議員がチマチョゴリを着ている画像と皇后陛下および愛子内親王殿下がチマチョゴリを着ている画像である。,https://abcnews.go.com/US/japans-defense-minister-courts-controversy-refuses-acknowledge-war/story?id=41116766,投稿された画像は、稲田朋美衆院議員がチマチョゴリを着ているフェイク画像と皇后陛下および愛子内親王殿下がチマチョゴリを着ているフェイク画像である。,True,False,https://abcnews.go.com/US/japans-defense-minister-courts-controversy-refuses-acknowledge-war/story?id=41116766,False,検証対象のツイートに投稿された2枚の画像は、実際にチマチョゴリを着ているわけではなく、合成されて作られた誤った画像と判定した。,2,False,True,False,False,True,False,-,-,-,-,-,-,0,-,-,-,True,TRUE
38,https://www.factcheckcenter.jp/fact-check/politics/inada-legislator-royal-family-chimachogori-image-fabricated/,2023/1/16,誤り,政治,https://x.com/i/status/1609877837074542595,"テキスト,画像1,画像2",投稿された画像は、稲田朋美衆院議員がチマチョゴリを着ているフェイク画像と皇后陛下および愛子内親王殿下がチマチョゴリを着ているフェイク画像である。,https://abcnews.go.com/US/japans-defense-minister-courts-controversy-refuses-acknowledge-war/story?id=41116766,投稿された画像は、稲田朋美衆院議員がチマチョゴリを着ているフェイク画像と皇后陛下および愛子内親王殿下がチマチョゴリを着ているフェイク画像である。,True,True,https://abcnews.go.com/US/japans-defense-minister-courts-controversy-refuses-acknowledge-war/story?id=41116766,True,画像はAPのもので写真説明には「日本の稲田朋美・新防衛大臣が就任初日に防衛省で儀仗兵を視察（2016年8月4日）」とある。稲田氏がチマチョゴリを着ている画像は、これを元に合成して作られたものだ。,2,False,False,False,False,False,False,-,-,-,-,-,-,0,-,-,-,True,FALSE
39,https://www.factcheckcenter.jp/fact-check/health/fauci-vaccine-ineffectiveness-over-time-inaccurate/,2023/1/24,不正確,医療・健康,https://x.com/i/status/1615937858514333696,"テキスト,動画1",2020/03/27に公開されたMark ZuckerbergとDr. Anthony S. Fauciの対談の中で、Fauci氏が「新型コロナウィルスワクチンは時が経つと逆効果になる」と発言した。,https://www.youtube.com/watch?v=971QcDEha5I,2020/03/27に公開されたMark ZuckerbergとDr. Anthony S. Fauciの対談の中で、Fauci氏が「新型コロナウィルスワクチンの開発時にはワクチンの安全性試験に時間をかける必要がある」と発言した。,True,False,https://www.youtube.com/watch?v=971QcDEha5I https://www.facebook.com/zuck/videos/10111683294466031/,False,動画の一部分の切り取りに「ファウチ氏『ワクチンは、時が経つと逆効果になる』」とするツイートは、不正確（ミスリード）。,0,-,-,-,-,-,-,-,-,-,-,-,-,1,True,True,False,True,TRUE
